代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,今开,昨收,量比,换手率,市盈率,市净率
600248,延长化建,4.5,-3.23%,-0.15,18.04万,8260.26万,5.59%,4.76,4.5,4.55,4.65,0.89,2.75%,333.15,1.23
600908,无锡银行,5.69,-3.23%,-0.19,16.27万,9449.89万,4.42%,5.94,5.68,5.88,5.88,0.92,0.94%,7.87,0.92
601360,三六零,15.87,-3.23%,-0.53,27.79万,4.45亿,3.11%,16.31,15.8,16.31,16.4,1.63,1.55%,49.83,3.22
600676,交运股份,4.49,-3.23%,-0.15,4.55万,2064.74万,3.88%,4.66,4.48,4.64,4.64,1.86,0.44%,-21.53,0.82
600373,中文传媒,9.57,-3.24%,-0.32,9.16万,8869.44万,3.34%,9.86,9.53,9.84,9.89,1.25,0.68%,7.68,0.89
600420,现代制药,9.27,-3.24%,-0.31,4.51万,4247.46万,3.34%,9.58,9.26,9.55,9.58,1.01,0.44%,11.32,1.21
688550,瑞联新材,80.11,-3.24%,-2.68,3853,3134.40万,3.12%,82.69,80.11,82.69,82.79,1.35,2.37%,34.16,2.13
603682,锦和商业,7.77,-3.24%,-0.26,1.66万,1307.54万,3.86%,8.07,7.76,8.04,8.03,1.35,1.75%,23.1,2.43
601789,宁波建工,3.88,-3.24%,-0.13,6.65万,2621.44万,3.24%,4.01,3.88,4,4.01,1.5,0.68%,16.6,1.27
603316,诚邦股份,6.86,-3.24%,-0.23,1.97万,1361.39万,3.67%,7.1,6.84,7.08,7.09,1.62,0.97%,35.84,1.58
600775,南京熊猫,7.15,-3.25%,-0.24,3.56万,2581.11万,3.38%,7.38,7.13,7.38,7.39,0.68,0.53%,208.49,1.89
600168,武汉控股,6.55,-3.25%,-0.22,2.61万,1738.62万,3.69%,6.8,6.55,6.8,6.77,1.75,0.37%,12.21,0.86
600698,ST天雁,2.38,-3.25%,-0.08,5.47万,1345.62万,5.28%,2.51,2.38,2.44,2.46,1.02,0.74%,556.78,3.28
603279,景津环保,16.63,-3.26%,-0.56,3.25万,5506.91万,3.96%,17.28,16.6,17.13,17.19,1.42,1.71%,16.46,2.38
600686,金龙汽车,7.71,-3.26%,-0.26,18.57万,1.45亿,3.39%,7.95,7.68,7.91,7.97,0.78,3.06%,-20.28,1.39
603881,数据港,57.47,-3.27%,-1.94,2.55万,1.50亿,3.97%,59.81,57.45,59,59.41,1.03,1.21%,91.76,4.71
603386,广东骏亚,16.88,-3.27%,-0.57,6.33万,1.08亿,5.62%,17.58,16.6,17.5,17.45,2.6,3.00%,34.01,3.5
603730,岱美股份,27.23,-3.27%,-0.92,1.36万,3752.78万,3.98%,28.34,27.22,28,28.15,0.76,0.23%,30.16,4.03
603739,蔚蓝生物,21.87,-3.27%,-0.74,1.20万,2668.79万,5.00%,22.93,21.8,22.67,22.61,0.92,1.61%,34.72,3.37
600633,浙数文化,7.68,-3.27%,-0.26,8.73万,6813.87万,4.16%,8,7.67,7.96,7.94,2.07,0.67%,17.43,1.2
603101,汇嘉时代,4.43,-3.28%,-0.15,2.05万,914.39万,3.49%,4.58,4.42,4.58,4.58,1.85,0.43%,-441.47,1.51
603368,柳药股份,20.91,-3.28%,-0.71,2.32万,4935.87万,3.47%,21.65,20.9,21.65,21.62,1.5,0.65%,9.35,1.58
600260,凯乐科技,10.59,-3.29%,-0.36,13.46万,1.44亿,3.38%,10.95,10.58,10.95,10.95,1.38,1.38%,13.05,1.55
600822,上海物贸,10,-3.29%,-0.34,2.40万,2422.57万,3.29%,10.32,9.98,10.32,10.34,1.08,0.61%,92.11,6.97
600571,信雅达,7.05,-3.29%,-0.24,4.02万,2902.75万,5.76%,7.45,7.03,7.3,7.29,1.27,0.93%,46.22,3.28
600250,南纺股份,4.99,-3.29%,-0.17,1.71万,862.96万,2.91%,5.14,4.99,5.14,5.16,1.31,0.63%,26.32,1.46
600728,佳都科技,7.33,-3.30%,-0.25,12.23万,9050.83万,3.30%,7.56,7.31,7.56,7.58,1.29,0.71%,167.16,2.38
600610,ST毅达,4.68,-3.31%,-0.16,2.35万,1112.73万,3.72%,4.84,4.66,4.84,4.84,1.05,0.62%,466.07,94.96
600267,海正药业,16.65,-3.31%,-0.57,9.46万,1.59亿,2.61%,17.06,16.61,17.03,17.22,1.1,0.98%,35.2,2.42
600422,昆药集团,8.76,-3.31%,-0.3,5.76万,5118.03万,3.75%,9.1,8.76,9.1,9.06,1.64,0.76%,14.19,1.53
600373,中文传媒,9.56,-3.34%,-0.33,9.16万,8872.50万,3.34%,9.86,9.53,9.84,9.89,1.24,0.68%,7.68,0.89
600536,中国软件,75.88,-3.34%,-2.62,12.42万,9.48亿,3.99%,78.38,75.25,78.37,78.5,0.78,2.51%,-51.19,22.43
600128,弘业股份,6.06,-3.35%,-0.21,3.21万,1964.70万,3.35%,6.25,6.04,6.25,6.27,1.17,1.30%,34.74,0.87
603109,神驰机电,23.03,-3.36%,-0.8,8576,1990.40万,3.52%,23.84,23,23.83,23.83,1.3,1.84%,26.22,2.57
600229,城市传媒,6.33,-3.36%,-0.22,2.11万,1359.95万,3.66%,6.57,6.33,6.55,6.55,1.52,0.30%,14.57,1.55
603199,九华旅游,18.41,-3.36%,-0.64,5228,972.01万,3.46%,18.98,18.32,18.98,19.05,1.72,0.47%,122.44,1.71
600959,江苏有线,3.16,-3.36%,-0.11,20.59万,6619.34万,3.67%,3.27,3.15,3.26,3.27,1.67,0.45%,37.24,0.73
600109,国金证券,16.37,-3.36%,-0.57,67.52万,11.37亿,4.19%,17.08,16.37,16.86,16.94,0.78,2.23%,23.72,2.24
603871,嘉友国际,20.1,-3.37%,-0.7,1.03万,2094.81万,3.56%,20.81,20.07,20.71,20.8,1.13,1.87%,11.71,2.22
603728,鸣志电器,16.33,-3.37%,-0.57,3.03万,5023.84万,4.32%,17.03,16.3,16.94,16.9,0.89,0.73%,35.91,3.19
600562,国睿科技,17.76,-3.37%,-0.62,15.56万,2.78亿,3.21%,18.2,17.61,18.17,18.38,1.41,2.50%,64.95,5.37
688055,龙腾光电,8.02,-3.37%,-0.28,8.02万,6531.18万,3.98%,8.35,8.02,8.35,8.3,1.01,2.98%,173.5,7.41
603368,柳药股份,20.89,-3.38%,-0.73,2.33万,4959.14万,3.52%,21.65,20.89,21.65,21.62,1.49,0.65%,9.34,1.58
600351,亚宝药业,4.86,-3.38%,-0.17,7.50万,3689.47万,3.58%,5.03,4.85,5.03,5.03,1.89,0.97%,30.54,1.35
603677,奇精机械,10.86,-3.38%,-0.38,8302,910.76万,3.47%,11.25,10.86,11.25,11.24,1.61,0.43%,30.67,2.18
603319,湘油泵,40.58,-3.38%,-1.42,2.17万,8924.50万,5.07%,42.53,40.4,42,42,1.09,2.07%,24.62,4.71
603088,宁波精达,7.43,-3.38%,-0.26,1.29万,969.65万,3.38%,7.69,7.43,7.69,7.69,1.68,0.59%,28.74,3.07
603678,火炬电子,76.81,-3.38%,-2.69,10.47万,8.06亿,4.98%,79.35,75.39,77.9,79.5,1.51,2.28%,62.29,10.17
601163,三角轮胎,15.69,-3.39%,-0.55,6.19万,9876.14万,3.57%,16.25,15.67,16.24,16.24,1.24,0.77%,11.52,1.18
603117,万林物流,3.41,-3.40%,-0.12,3.53万,1217.54万,2.83%,3.51,3.41,3.51,3.53,1.78,0.56%,43.9,0.95
600360,华微电子,8.14,-3.44%,-0.29,32.34万,2.69亿,4.63%,8.52,8.13,8.38,8.43,0.93,3.37%,306.89,2.52
600558,大西洋,3.08,-3.45%,-0.11,11.77万,3673.30万,3.76%,3.2,3.08,3.2,3.19,1.26,1.31%,39.57,1.35
601330,绿色动力,8.39,-3.45%,-0.3,5.10万,4322.31万,2.65%,8.61,8.38,8.6,8.69,1.4,2.00%,20.5,2.16
600587,新华医疗,13.97,-3.46%,-0.5,3.50万,4959.46万,3.11%,14.42,13.97,14.41,14.47,1.19,0.87%,19.99,1.3
600327,大东方,3.91,-3.46%,-0.14,7.45万,2948.30万,3.46%,4.05,3.91,4.04,4.05,1.48,0.84%,17.75,1.1
600626,申达股份,3.9,-3.47%,-0.14,4.28万,1698.79万,4.70%,4.09,3.9,4.06,4.04,1.4,0.53%,-21,1.06
600133,东湖高新,5.29,-3.47%,-0.19,5.31万,2848.70万,3.83%,5.49,5.28,5.49,5.48,1.54,0.68%,10.44,0.84
603716,塞力医疗,15.86,-3.47%,-0.57,1.81万,2931.69万,5.11%,16.7,15.86,16.44,16.43,1.35,0.94%,85.2,2.14
600621,华鑫股份,20.75,-3.49%,-0.75,23.02万,4.87亿,4.37%,21.69,20.75,21.57,21.5,0.65,2.17%,24.5,3.19
601789,宁波建工,3.87,-3.49%,-0.14,6.81万,2684.07万,3.49%,4.01,3.87,4,4.01,1.52,0.70%,16.56,1.27
603787,新日股份,28.46,-3.49%,-1.03,3.91万,1.13亿,3.49%,29.49,28.46,29.49,29.49,1.74,1.92%,34.98,5.46
603101,汇嘉时代,4.42,-3.49%,-0.16,2.09万,932.29万,3.49%,4.58,4.42,4.58,4.58,1.87,0.44%,-440.48,1.51
600517,国网英大,5.8,-3.49%,-0.21,20.93万,1.24亿,5.49%,6.11,5.78,6,6.01,1.06,1.19%,26.02,1.96
603319,湘油泵,40.53,-3.50%,-1.47,2.17万,8925.31万,5.07%,42.53,40.4,42,42,1.09,2.07%,24.59,4.71
600992,贵绳股份,6.34,-3.50%,-0.23,2.91万,1873.21万,3.65%,6.57,6.33,6.51,6.57,0.45,1.19%,57.07,1.09
600128,弘业股份,6.05,-3.51%,-0.22,3.21万,1964.76万,3.35%,6.25,6.04,6.25,6.27,1.17,1.30%,34.68,0.87
603738,泰晶科技,19.52,-3.51%,-0.71,2.63万,5193.06万,4.84%,20.48,19.5,20.24,20.23,1.45,1.55%,228.89,4.15
603408,建霖家居,15.67,-3.51%,-0.57,1.42万,2248.27万,3.57%,16.24,15.66,16.24,16.24,2.13,3.16%,20.13,3.09
600854,春兰股份,3.57,-3.51%,-0.13,3.61万,1307.26万,4.59%,3.72,3.55,3.71,3.7,1.63,0.69%,25.7,0.9
600892,*ST大晟,3.02,-3.51%,-0.11,2.69万,818.23万,3.83%,3.12,3,3.11,3.13,1.47,0.50%,32.41,5.96
603612,索通发展,12.89,-3.52%,-0.47,11.00万,1.45亿,5.24%,13.58,12.88,13.47,13.36,1.62,2.58%,35.85,1.57
603008,喜临门,17.55,-3.52%,-0.64,5.95万,1.05亿,5.11%,18.16,17.23,18.09,18.19,0.85,1.54%,28.31,2.42
603388,元成股份,6.03,-3.52%,-0.22,1.90万,1157.61万,3.68%,6.25,6.02,6.25,6.25,1.36,0.67%,20.48,1.59
600727,鲁北化工,6.85,-3.52%,-0.25,5.54万,3883.48万,4.51%,7.17,6.85,7.06,7.1,1.59,1.58%,14.1,1.4
603767,中马传动,6.57,-3.52%,-0.24,2.47万,1638.25万,2.79%,6.76,6.57,6.76,6.81,1.37,0.82%,30.12,1.4
600587,新华医疗,13.96,-3.52%,-0.51,3.51万,4969.79万,3.18%,14.42,13.96,14.41,14.47,1.19,0.87%,19.98,1.3
600292,远达环保,7.39,-3.52%,-0.27,91.83万,7.43亿,14.10%,8.43,7.35,8,7.66,1.87,11.76%,75.59,1.13
603716,塞力医疗,15.85,-3.53%,-0.58,1.81万,2935.34万,5.17%,16.7,15.85,16.44,16.43,1.35,0.94%,85.15,2.14
603118,共进股份,9.83,-3.53%,-0.36,6.09万,6071.14万,3.83%,10.21,9.82,10.17,10.19,1.58,0.79%,19.17,1.64
688618,三旺通信,62.22,-3.53%,-2.28,2.57万,1.63亿,9.44%,66.95,60.86,63.55,64.5,0.74,23.85%,48.79,4.79
601929,吉视传媒,1.91,-3.54%,-0.07,16.85万,3259.21万,3.54%,1.98,1.91,1.97,1.98,1.82,0.54%,110.75,0.9
600560,金自天正,8.72,-3.54%,-0.32,1.28万,1133.93万,3.98%,9.06,8.7,9.04,9.04,1.18,0.57%,45.14,2.43
600078,澄星股份,3.54,-3.54%,-0.13,5.67万,2057.42万,4.36%,3.7,3.54,3.68,3.67,1.36,0.86%,307.75,1.34
603776,永安行,16.03,-3.55%,-0.59,1.64万,2662.09万,4.03%,16.68,16.01,16.62,16.62,1.38,0.87%,20.55,1.08
600360,华微电子,8.13,-3.56%,-0.3,32.56万,2.70亿,4.74%,8.52,8.12,8.38,8.43,0.94,3.39%,306.51,2.51
603738,泰晶科技,19.51,-3.56%,-0.72,2.65万,5224.88万,4.84%,20.48,19.5,20.24,20.23,1.46,1.56%,228.77,4.15
601330,绿色动力,8.38,-3.57%,-0.31,5.12万,4337.64万,2.65%,8.61,8.38,8.6,8.69,1.41,2.00%,20.47,2.16
603327,福蓉科技,18.91,-3.57%,-0.7,1.22万,2336.61万,2.96%,19.49,18.91,19.36,19.61,1.02,1.19%,22.37,5.31
603037,凯众股份,15.63,-3.58%,-0.58,4394,698.75万,3.64%,16.21,15.62,16.2,16.21,0.91,0.42%,24.85,1.96
603585,苏利股份,18.31,-3.58%,-0.68,1.45万,2736.27万,5.74%,19.4,18.31,18.99,18.99,1.18,0.81%,19.01,1.66
603888,新华网,18.1,-3.62%,-0.68,2.66万,4886.03万,3.89%,18.78,18.05,18.67,18.78,1.06,0.51%,1591.13,3.29
603739,蔚蓝生物,21.79,-3.63%,-0.82,1.20万,2685.36万,5.04%,22.93,21.79,22.67,22.61,0.92,1.62%,34.6,3.36
601838,成都银行,9.27,-3.64%,-0.35,48.40万,4.58亿,4.78%,9.71,9.25,9.63,9.62,1.19,2.55%,5.98,0.88
688333,铂力特,143,-3.65%,-5.41,7006,1.01亿,4.64%,149,142.12,148.46,148.41,1.17,1.58%,-655.86,10.92
600133,东湖高新,5.28,-3.65%,-0.2,5.34万,2864.28万,3.83%,5.49,5.28,5.49,5.48,1.54,0.69%,10.42,0.84
600698,ST天雁,2.37,-3.66%,-0.09,5.63万,1382.77万,6.10%,2.51,2.36,2.44,2.46,1.05,0.76%,554.44,3.27
600727,鲁北化工,6.84,-3.66%,-0.26,5.58万,3910.81万,4.65%,7.17,6.84,7.06,7.1,1.6,1.59%,14.08,1.39
603589,口子窖,71.89,-3.67%,-2.74,12.27万,8.88亿,4.01%,74,71.01,74,74.63,0.99,2.05%,37.46,6.32
603139,康惠制药,15.68,-3.69%,-0.6,3447,551.11万,3.81%,16.3,15.68,16.28,16.28,1.04,0.35%,39.74,1.57
600197,伊力特,28.99,-3.69%,-1.11,18.49万,5.39亿,3.85%,29.86,28.7,29.81,30.1,0.69,3.95%,50.23,5.07
600201,生物股份,20.09,-3.69%,-0.77,18.60万,3.77亿,4.70%,20.92,19.94,20.92,20.86,1.68,1.66%,57.38,4.65
605166,聚合顺,9.11,-3.70%,-0.35,1.30万,1213.78万,4.12%,9.49,9.1,9.37,9.46,1.21,1.65%,34.48,2.58
603197,保隆科技,26.8,-3.70%,-1.03,2.32万,6249.69万,4.60%,27.86,26.58,27.8,27.83,1.82,1.42%,23.65,3.92
688300,联瑞新材,43.19,-3.70%,-1.66,4737,2067.42万,2.88%,44.47,43.18,43.55,44.85,1.09,0.91%,39.29,4.02
603037,凯众股份,15.61,-3.70%,-0.6,4433,704.84万,3.70%,16.21,15.61,16.2,16.21,0.92,0.42%,24.82,1.96
600262,北方股份,17.17,-3.70%,-0.66,1.69万,2929.26万,3.59%,17.8,17.16,17.8,17.83,2.03,0.99%,49.85,2.42
603096,新经典,44.73,-3.70%,-1.72,8228,3714.57万,4.63%,46.88,44.73,46.55,46.45,0.84,0.61%,26.4,3.02
603101,汇嘉时代,4.41,-3.71%,-0.17,2.09万,934.61万,3.71%,4.58,4.41,4.58,4.58,1.88,0.44%,-439.48,1.51
603810,丰山集团,24.37,-3.71%,-0.94,1.03万,2543.01万,4.31%,25.41,24.32,25.15,25.31,1.14,1.86%,11.77,2.21
600288,大恒科技,9.55,-3.73%,-0.37,2.75万,2671.39万,3.73%,9.91,9.54,9.9,9.92,2.65,0.63%,208.41,2.53
603101,汇嘉时代,4.41,-3.71%,-0.17,2.09万,935.49万,3.71%,4.58,4.41,4.58,4.58,1.88,0.45%,-439.48,1.51
603810,丰山集团,24.37,-3.71%,-0.94,1.03万,2549.34万,4.31%,25.41,24.32,25.15,25.31,1.14,1.87%,11.77,2.21
603927,中科软,38.83,-3.72%,-1.5,3.23万,1.28亿,3.35%,40.15,38.8,40.03,40.33,1.29,1.00%,60.14,8.23
603311,金海高科,11.12,-3.72%,-0.43,1.88万,2114.38万,5.02%,11.64,11.06,11.56,11.55,1.2,0.89%,23.83,2.76
603589,口子窖,71.85,-3.73%,-2.78,12.28万,8.89亿,4.01%,74,71.01,74,74.63,0.99,2.05%,37.44,6.32
600217,中再资环,5.68,-3.73%,-0.22,13.72万,7887.89万,3.56%,5.89,5.68,5.87,5.9,0.53,0.99%,18.18,3.72
600288,大恒科技,9.55,-3.73%,-0.37,2.75万,2671.39万,3.73%,9.91,9.54,9.9,9.92,2.65,0.63%,208.41,2.53
603776,永安行,16,-3.73%,-0.62,1.66万,2698.89万,4.21%,16.68,15.98,16.62,16.62,1.4,0.88%,20.51,1.08
603429,集友股份,28.88,-3.73%,-1.12,2.79万,8162.45万,3.87%,29.96,28.8,29.96,30,1.17,0.75%,240.78,9.43
601838,成都银行,9.26,-3.74%,-0.36,48.41万,4.58亿,4.78%,9.71,9.25,9.63,9.62,1.19,2.55%,5.97,0.88
600557,康缘药业,10.03,-3.74%,-0.39,3.42万,3482.59万,4.03%,10.44,10.02,10.41,10.42,1.28,0.58%,23.74,1.45
603096,新经典,44.71,-3.75%,-1.74,8233,3716.80万,4.67%,46.88,44.71,46.55,46.45,0.84,0.61%,26.39,3.02
603579,荣泰健康,30.28,-3.75%,-1.18,6599,2042.93万,3.97%,31.53,30.28,31.3,31.46,1.24,0.47%,19.92,2.68
603390,通达电气,9.97,-3.76%,-0.39,2.60万,2645.54万,4.25%,10.39,9.95,10.32,10.36,1.82,2.02%,109.67,2.05
600673,东阳光,5.11,-3.77%,-0.2,33.31万,1.76亿,5.84%,5.42,5.11,5.35,5.31,1.79,1.36%,66.63,2.28
600689,上海三毛,6.63,-3.77%,-0.26,1.67万,1125.68万,4.35%,6.93,6.63,6.93,6.89,1.79,1.10%,-108.76,2.94
600801,华新水泥,20.87,-3.78%,-0.82,17.56万,3.71亿,2.40%,21.39,20.87,21.3,21.69,1.34,1.29%,8.15,1.98
600750,江中药业,10.94,-3.78%,-0.43,7.46万,8307.24万,4.31%,11.42,10.93,11.41,11.37,1.56,1.18%,12.99,1.81
600854,春兰股份,3.56,-3.78%,-0.14,3.62万,1310.42万,4.59%,3.72,3.55,3.71,3.7,1.63,0.70%,25.62,0.9
603157,*ST拉夏,1.27,-3.79%,-0.05,3.83万,491.35万,4.55%,1.32,1.26,1.32,1.32,1.57,2.62%,-0.67,1.51
601616,广电电气,3.04,-3.80%,-0.12,11.82万,3660.10万,3.80%,3.16,3.04,3.15,3.16,1.93,1.26%,38.52,1.09
688180,君实生物-U,80.81,-3.80%,-3.19,1.93万,1.59亿,4.31%,84.26,80.64,83.4,84,0.75,2.83%,-47.4,11.09
603059,倍加洁,21.27,-3.80%,-0.84,1.11万,2392.22万,4.34%,22.21,21.25,22.07,22.11,2.2,4.42%,22.18,2.08
600866,星湖科技,4.81,-3.80%,-0.19,9.88万,4814.93万,3.20%,4.97,4.81,4.97,5,0.9,1.37%,24.27,2.18
603903,中持股份,10.12,-3.80%,-0.4,1.67万,1710.06万,2.85%,10.42,10.12,10.35,10.52,0.77,0.83%,19.03,2.09
600802,福建水泥,8.09,-3.80%,-0.32,7.66万,6275.75万,3.33%,8.35,8.07,8.31,8.41,1.44,1.67%,12.74,2.52
600706,曲江文旅,6.8,-3.82%,-0.27,1.45万,1003.83万,4.10%,7.07,6.78,7.03,7.07,1.71,0.68%,-31.67,1.44
600505,西昌电力,6.54,-3.82%,-0.26,2.64万,1748.93万,3.53%,6.78,6.54,6.76,6.8,0.82,0.72%,67.65,2
603367,辰欣药业,13.06,-3.83%,-0.52,2.15万,2852.50万,4.12%,13.61,13.05,13.6,13.58,1.87,0.47%,13.64,1.26
600557,康缘药业,10.02,-3.84%,-0.4,3.43万,3490.11万,4.03%,10.44,10.02,10.41,10.42,1.28,0.58%,23.71,1.45
688618,三旺通信,62.02,-3.84%,-2.48,2.57万,1.63亿,9.44%,66.95,60.86,63.55,64.5,0.74,23.86%,48.63,4.77
605178,时空科技,47,-3.85%,-1.88,4136,1979.59万,3.91%,48.91,47,48.88,48.88,2.03,2.33%,27.12,1.65
600746,江苏索普,5.99,-3.85%,-0.24,4.46万,2715.76万,4.49%,6.25,5.97,6.23,6.23,1,1.46%,88.48,2.27
603226,菲林格尔,8.73,-3.85%,-0.35,1.38万,1223.79万,3.96%,9.08,8.72,9.08,9.08,1.67,0.66%,44.05,1.93
600272,开开实业,6.73,-3.86%,-0.27,1.05万,713.18万,3.29%,6.95,6.72,6.95,7,2.05,0.65%,223.54,3.18
603039,泛微网络,96.46,-3.87%,-3.88,4298,4240.47万,5.08%,101.09,95.99,99.99,100.34,1.24,0.20%,197.1,21.4
603558,健盛集团,8.2,-3.87%,-0.33,2.27万,1876.25万,2.70%,8.42,8.19,8.42,8.53,0.82,0.55%,43.92,1.14
603016,新宏泰,23.85,-3.87%,-0.96,5763,1393.87万,4.11%,24.82,23.8,24.74,24.81,0.86,0.39%,56.18,4.42
600750,江中药业,10.93,-3.87%,-0.44,7.47万,8310.19万,4.31%,11.42,10.93,11.41,11.37,1.56,1.19%,12.97,1.81
603656,泰禾智能,13.41,-3.87%,-0.54,9228,1248.80万,4.44%,13.96,13.34,13.83,13.95,1.5,0.62%,45.81,2.16
600617,国新能源,4.18,-3.91%,-0.17,5.46万,2318.16万,3.91%,4.35,4.18,4.33,4.35,0.66,0.56%,-5.82,1.42
600846,同济科技,7.86,-3.91%,-0.32,6.38万,5103.56万,4.16%,8.19,7.85,8.19,8.18,2.39,1.02%,9.05,1.63
603667,五洲新春,7.12,-3.91%,-0.29,1.50万,1088.41万,3.91%,7.41,7.12,7.41,7.41,1.39,0.57%,32.78,1.2
603701,德宏股份,8.1,-3.91%,-0.33,2.33万,1915.60万,3.68%,8.41,8.1,8.41,8.43,1.96,0.89%,30.96,3
600293,三峡新材,2.7,-3.91%,-0.11,21.40万,5796.93万,5.69%,2.82,2.66,2.77,2.81,0.72,1.84%,-3.98,0.94
600292,远达环保,7.36,-3.92%,-0.3,92.25万,7.46亿,14.36%,8.43,7.33,8,7.66,1.86,11.81%,75.28,1.12
603466,风语筑,21.3,-3.92%,-0.87,4.15万,8946.29万,3.61%,22.05,21.25,22.03,22.17,1.72,1.43%,16.95,3.25
600288,大恒科技,9.53,-3.93%,-0.39,2.78万,2699.63万,3.83%,9.91,9.53,9.9,9.92,2.66,0.64%,207.98,2.52
603551,奥普家居,14.41,-3.93%,-0.59,2.22万,3258.22万,4.93%,15.12,14.38,14.92,15,1.99,5.54%,34.13,3.36
603269,海鸥股份,10.5,-3.93%,-0.43,8480,902.86万,4.12%,10.93,10.48,10.82,10.93,2.04,0.75%,247.11,1.45
600995,文山电力,7.56,-3.94%,-0.31,5.47万,4188.74万,3.56%,7.83,7.55,7.81,7.87,1.15,1.14%,10.82,1.55
605128,上海沿浦,27.01,-3.95%,-1.11,5220,1439.32万,3.98%,28.12,27,27.81,28.12,1.46,2.61%,31.4,2.21
603587,地素时尚,17.51,-3.95%,-0.72,2.61万,4636.51万,3.57%,18.15,17.5,18.1,18.23,1.26,2.29%,13.32,2.51
688289,圣湘生物,119,-3.95%,-4.9,2.13万,2.56亿,5.69%,124,116.95,123,123.9,1.53,6.42%,17.74,10.72
600673,东阳光,5.1,-3.95%,-0.21,33.46万,1.76亿,6.03%,5.42,5.1,5.35,5.31,1.78,1.36%,66.5,2.28
600386,北巴传媒,3.4,-3.95%,-0.14,6.04万,2086.22万,3.95%,3.54,3.4,3.53,3.54,2.04,0.75%,82.59,1.56
603078,江化微,32.71,-3.96%,-1.35,1.35万,4472.80万,6.64%,34.96,32.7,34.15,34.06,1.25,0.95%,86.7,4.48
603387,基蛋生物,32.95,-3.96%,-1.36,2.65万,8907.29万,4.81%,34.55,32.9,34.5,34.31,0.82,1.02%,32.64,4.96
603226,菲林格尔,8.72,-3.96%,-0.36,1.38万,1224.58万,3.96%,9.08,8.72,9.08,9.08,1.66,0.66%,44,1.93
600477,杭萧钢构,3.63,-3.97%,-0.15,18.57万,6830.95万,3.97%,3.78,3.63,3.74,3.78,2.4,0.86%,9.06,1.98
600159,大龙地产,2.41,-3.98%,-0.1,3.71万,915.98万,3.98%,2.51,2.41,2.51,2.51,1.16,0.45%,37.17,0.85
603636,南威软件,8.91,-3.99%,-0.37,3.47万,3141.68万,4.53%,9.27,8.85,9.27,9.28,1.31,0.59%,-599.99,2.16
600718,东软集团,9.63,-3.99%,-0.4,11.36万,1.12亿,3.79%,9.98,9.6,9.98,10.03,1.92,0.91%,127.76,1.43
603416,信捷电气,83.75,-3.99%,-3.48,5840,5011.35万,4.91%,87.88,83.6,86,87.23,0.7,0.64%,35.83,8.25
688077,大地熊,37.06,-3.99%,-1.54,8099,3040.24万,5.03%,38.94,37,38.65,38.6,1.66,4.45%,68.7,3.32
688418,震有科技,24.06,-3.99%,-1,1.43万,3460.36万,5.03%,25.05,23.79,25.05,25.06,2.01,3.62%,240.05,3.79
688777,中控技术,96.68,-3.99%,-4.02,2.06万,2.02亿,4.67%,100.7,96,100.7,100.7,1.04,5.28%,147.38,12.66
603551,奥普家居,14.4,-4.00%,-0.6,2.22万,3258.65万,4.93%,15.12,14.38,14.92,15,1.99,5.54%,34.1,3.36
600866,星湖科技,4.8,-4.00%,-0.2,9.98万,4861.24万,3.40%,4.97,4.8,4.97,5,0.91,1.38%,24.22,2.18
600067,冠城大通,3.6,-4.00%,-0.15,7.10万,2613.01万,4.53%,3.77,3.6,3.76,3.75,1.2,0.48%,10.42,0.66
600827,百联股份,16.05,-4.01%,-0.67,36.81万,5.99亿,6.94%,16.96,15.8,16.42,16.72,1.49,2.29%,49.24,1.58
603017,中衡设计,9.34,-4.01%,-0.39,1.63万,1551.65万,3.91%,9.71,9.33,9.7,9.73,1.67,0.60%,13.05,1.35
603656,泰禾智能,13.39,-4.01%,-0.56,9237,1250.00万,4.44%,13.96,13.34,13.83,13.95,1.49,0.62%,45.74,2.16
600751,海航科技,2.39,-4.02%,-0.1,31.68万,7703.04万,4.02%,2.48,2.38,2.47,2.49,1.34,1.23%,11.33,0.51
603803,瑞斯康达,10.27,-4.02%,-0.43,2.16万,2247.11万,3.83%,10.67,10.26,10.6,10.7,1.81,0.51%,56.61,1.66
603976,正川股份,68.52,-4.02%,-2.87,3.73万,2.58亿,2.82%,70.5,68.49,70.06,71.39,0.96,2.47%,188.22,10.07
600847,万里股份,9.05,-4.03%,-0.38,8167,752.03万,4.24%,9.43,9.03,9.43,9.43,1.25,0.53%,701.84,2
600557,康缘药业,10,-4.03%,-0.42,3.47万,3533.65万,4.22%,10.44,10,10.41,10.42,1.29,0.59%,23.67,1.45
603429,集友股份,28.79,-4.03%,-1.21,2.82万,8239.09万,3.90%,29.96,28.79,29.96,30,1.17,0.76%,240.03,9.4
600551,时代出版,6.89,-4.04%,-0.29,2.34万,1640.03万,4.60%,7.21,6.88,7.21,7.18,2.94,0.46%,15.98,0.74
688158,优刻得-W,43.86,-4.05%,-1.85,1.17万,5205.88万,5.64%,46.19,43.61,45.71,45.71,1.02,2.49%,-77.55,5.44
603955,大千生态,13.5,-4.05%,-0.57,6382,877.11万,4.26%,14.1,13.5,14.1,14.07,1.31,0.47%,19.59,1.21
600311,*ST荣华,1.42,-4.05%,-0.06,12.34万,1776.46万,4.73%,1.48,1.41,1.45,1.48,1.92,1.85%,281.39,1.5
