代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,今开,昨收,量比,换手率,市盈率,市净率
605177,东亚药业,33.05,-4.40%,-1.52,1.51万,5080.63万,4.45%,34.57,33.03,34.45,34.57,1.34,5.32%,26.15,2.18
600209,ST罗顿,3.91,-4.40%,-0.18,3.59万,1402.47万,4.40%,4.07,3.89,4.01,4.09,2.01,0.82%,-74.59,3.48
600719,大连热电,3.69,-4.40%,-0.17,5.31万,1999.43万,4.66%,3.87,3.69,3.81,3.86,1.04,1.31%,-36.05,2.12
600277,亿利洁能,2.82,-4.41%,-0.13,19.14万,5523.59万,4.41%,2.95,2.82,2.95,2.95,1.92,0.70%,25.75,0.5
600235,民丰特纸,5.2,-4.41%,-0.24,17.51万,9193.45万,3.31%,5.35,5.17,5.35,5.44,2.04,4.98%,30.32,1.36
600830,香溢融通,4.98,-4.41%,-0.23,3.70万,1880.50万,5.37%,5.25,4.97,5.25,5.21,1.9,0.81%,443.73,1.07
688309,恒誉环保,31.36,-4.42%,-1.45,2660,846.13万,3.47%,32.5,31.36,32.36,32.81,2.31,1.46%,54.97,3.58
600493,凤竹纺织,4.74,-4.44%,-0.22,3.08万,1483.28万,5.24%,4.99,4.73,4.99,4.96,2.05,1.13%,57.84,1.72
600780,通宝能源,3.44,-4.44%,-0.16,8.16万,2853.77万,4.44%,3.59,3.43,3.59,3.6,0.83,0.71%,17.76,0.72
603758,秦安股份,9.45,-4.45%,-0.44,4.78万,4577.43万,3.54%,9.8,9.45,9.8,9.89,1.01,1.09%,10.59,1.53
603843,正平股份,3.63,-4.47%,-0.17,4.27万,1586.33万,5.79%,3.82,3.6,3.8,3.8,2.12,0.76%,27.69,1.41
600448,华纺股份,3.41,-4.48%,-0.16,7.39万,2571.44万,3.64%,3.54,3.41,3.53,3.57,1.02,1.17%,80.68,1.43
603286,日盈电子,13.85,-4.48%,-0.65,1.21万,1700.04万,4.48%,14.5,13.85,14.5,14.5,1.96,1.37%,84.42,2.63
601996,丰林集团,2.77,-4.48%,-0.13,17.15万,4860.25万,5.86%,2.92,2.75,2.91,2.9,1.26,1.59%,22.18,1.13
603301,振德医疗,67.19,-4.49%,-3.16,7.45万,5.07亿,3.61%,69.71,67.17,69.71,70.35,1.52,6.93%,5.46,4.35
603709,中源家居,19.13,-4.49%,-0.9,6801,1323.97万,4.79%,20.08,19.12,20.08,20.03,1.69,3.40%,32.4,2.42
600679,上海凤凰,12.54,-4.49%,-0.59,2.45万,3133.46万,4.27%,13.09,12.53,13.09,13.13,0.78,1.06%,81.76,2.74
688618,三旺通信,61.6,-4.50%,-2.9,2.57万,1.63亿,9.44%,66.95,60.86,63.55,64.5,0.73,23.92%,48.3,4.74
600561,江西长运,4.03,-4.50%,-0.19,1.94万,792.10万,5.21%,4.24,4.02,4.2,4.22,1.72,0.82%,-4.24,0.95
603901,永创智能,8.26,-4.51%,-0.39,3.65万,3079.61万,4.62%,8.65,8.25,8.5,8.65,1.24,0.85%,20.04,2.62
605066,天正电气,12.28,-4.51%,-0.58,1.93万,2409.05万,4.74%,12.86,12.25,12.84,12.86,1.99,2.71%,20.51,2.95
600889,南京化纤,4.02,-4.51%,-0.19,6.40万,2625.57万,4.51%,4.21,4.02,4.21,4.21,1.12,1.89%,-49.52,1.08
600777,新潮能源,1.48,-4.52%,-0.07,63.71万,9536.74万,4.52%,1.54,1.47,1.53,1.55,1.68,1.02%,82.15,0.63
600137,浪莎股份,12.68,-4.52%,-0.6,4165,540.33万,4.44%,13.26,12.67,13.26,13.28,1.45,0.43%,64.41,2.42
601900,南方传媒,7.81,-4.52%,-0.37,3.15万,2511.19万,5.01%,8.2,7.79,8.17,8.18,2.21,0.35%,10.07,1.1
603399,吉翔股份,4.43,-4.53%,-0.21,5.87万,2658.99万,4.53%,4.64,4.43,4.61,4.64,1.34,1.16%,-11.29,1.12
688500,慧辰资讯,37.11,-4.53%,-1.76,2982,1124.87万,4.81%,38.87,37,38.87,38.87,1.61,1.77%,115.27,2.34
603200,上海洗霸,23.8,-4.53%,-1.13,1.23万,2949.43万,4.29%,24.87,23.8,24.87,24.93,1,1.22%,35.54,2.91
600526,菲达环保,4.21,-4.54%,-0.2,3.74万,1609.12万,4.76%,4.4,4.19,4.4,4.41,1.64,0.68%,139.41,1.14
600356,恒丰纸业,8.63,-4.54%,-0.41,6.83万,5972.12万,4.20%,9.01,8.63,9.01,9.04,2.37,2.29%,18.56,1.17
600356,恒丰纸业,8.63,-4.54%,-0.41,6.83万,5972.99万,4.20%,9.01,8.63,9.01,9.04,2.37,2.29%,18.56,1.17
600149,ST坊展,4.42,-4.54%,-0.21,2.91万,1313.24万,4.54%,4.63,4.42,4.62,4.63,1.94,0.77%,415.99,7.93
688505,复旦张江,16.6,-4.54%,-0.79,1.76万,2972.62万,5.52%,17.52,16.56,17.52,17.39,1.35,1.82%,153.04,8.99
688221,前沿生物-U,18.02,-4.56%,-0.86,3.07万,5619.26万,4.66%,18.88,18,18.88,18.88,1.3,3.71%,-29.71,2.94
688189,南新制药,46.51,-4.56%,-2.22,7768,3637.64万,5.17%,48.82,46.3,48.72,48.73,1.61,2.31%,68.71,4.23
600545,卓郎智能,3.14,-4.56%,-0.15,9.20万,2945.74万,5.17%,3.3,3.13,3.28,3.29,1.49,0.49%,-33.4,1.35
600180,瑞茂通,5.01,-4.57%,-0.24,4.08万,2091.10万,5.52%,5.26,4.97,5.23,5.25,1.82,0.40%,25.24,0.84
600335,国机汽车,4.8,-4.57%,-0.23,16.21万,7924.89万,5.57%,5.04,4.76,5,5.03,0.84,1.57%,21.43,0.68
603076,乐惠国际,45.41,-4.58%,-2.18,9917,4563.41万,4.66%,47.59,45.37,47.57,47.59,0.88,1.33%,32.81,4.07
603598,引力传媒,10.41,-4.58%,-0.5,3.45万,3659.35万,5.50%,10.98,10.38,10.91,10.91,1.95,1.29%,29.22,6.69
600235,民丰特纸,5.19,-4.60%,-0.25,17.54万,9208.01万,3.31%,5.35,5.17,5.35,5.44,2.04,4.99%,30.26,1.36
603879,永悦科技,6.85,-4.60%,-0.33,3.11万,2157.21万,5.85%,7.23,6.81,7.19,7.18,1.92,1.11%,-1112.58,3.7
603867,新化股份,22.39,-4.60%,-1.08,2.69万,6091.91万,5.24%,23.43,22.2,23.43,23.47,2.2,3.18%,15.15,2.17
601399,ST国重装,3.73,-4.60%,-0.18,11.78万,4500.87万,4.86%,3.91,3.72,3.9,3.91,1.34,2.39%,69.73,2.16
603345,安井食品,188.1,-4.61%,-9.1,2.35万,4.44亿,4.82%,195,185.5,195,197.2,1.74,1.01%,88.07,13.86
603029,天鹅股份,11.98,-4.62%,-0.58,4879,594.55万,4.94%,12.56,11.94,12.56,12.56,1.69,0.52%,-112.23,1.61
600789,鲁抗医药,9.29,-4.62%,-0.45,30.92万,2.94亿,4.41%,9.69,9.26,9.62,9.74,1.33,3.63%,26.64,2.54
603956,威派格,14.02,-4.63%,-0.68,1.48万,2108.05万,6.33%,14.94,14.01,14.94,14.7,1.74,1.68%,53.47,5.23
600297,广汇汽车,2.68,-4.63%,-0.13,68.35万,1.86亿,5.34%,2.82,2.67,2.81,2.81,1.94,0.84%,12.43,0.55
600211,西藏药业,67.85,-4.64%,-3.3,7.28万,5.00亿,3.35%,70.2,67.82,70.15,71.15,1.27,2.94%,38.89,6.63
600209,ST罗顿,3.9,-4.65%,-0.19,3.59万,1404.93万,4.40%,4.07,3.89,4.01,4.09,2,0.82%,-74.4,3.47
688157,松井股份,82.47,-4.65%,-4.02,8490,7108.29万,5.33%,86.5,81.89,85.49,86.49,1.43,4.49%,75.95,6.11
603030,全筑股份,4.51,-4.65%,-0.22,4.65万,2147.37万,5.29%,4.75,4.5,4.75,4.73,2.09,0.86%,17.39,1.09
603337,杰克股份,27.67,-4.65%,-1.35,2.02万,5750.00万,5.69%,29.2,27.55,28.76,29.02,0.76,0.46%,38.78,4.32
603328,依顿电子,7.58,-4.65%,-0.37,5.52万,4244.62万,4.65%,7.92,7.55,7.92,7.95,2.43,0.55%,28.81,2.22
603317,天味食品,74.68,-4.66%,-3.65,2.72万,2.06亿,4.70%,78.28,74.6,77.77,78.33,0.73,2.17%,110.29,12.82
603630,拉芳家化,15.34,-4.66%,-0.75,3.40万,5286.96万,5.16%,16.09,15.26,16.02,16.09,1.61,1.51%,31.75,1.94
688379,华光新材,22.9,-4.66%,-1.12,4522,1057.55万,5.37%,24.1,22.81,23.82,24.02,1.36,2.26%,37.14,2.32
688122,西部超导,75,-4.67%,-3.67,10.18万,7.66亿,8.94%,79.43,72.4,78.8,78.67,2.45,3.28%,91.3,12.21
600518,ST康美,2.45,-4.67%,-0.12,40.54万,1.00亿,5.84%,2.59,2.44,2.57,2.57,2.49,0.92%,-3.85,0.8
603898,好莱客,14.89,-4.67%,-0.73,8297,1267.28万,4.55%,15.6,14.89,15.51,15.62,1.35,0.27%,19.33,1.89
688126,沪硅产业-U,32.36,-4.68%,-1.59,14.59万,4.83亿,5.74%,34.27,32.32,34.27,33.95,1.03,3.05%,-34656.29,9.68
688060,云涌科技,80,-4.69%,-3.94,3214,2620.01万,4.87%,83.94,79.85,83.94,83.94,1.23,2.37%,85.52,5.42
605299,舒华体育,11.16,-4.70%,-0.55,5.10万,5806.67万,5.98%,11.82,11.12,11.61,11.71,0.86,10.19%,46.34,3.74
603528,多伦科技,8.72,-4.70%,-0.43,6.88万,6048.26万,5.46%,9.15,8.65,9.06,9.15,1.98,1.10%,73.12,3.38
603003,龙宇燃油,7.3,-4.70%,-0.36,4.02万,2975.68万,3.52%,7.55,7.28,7.51,7.66,1.67,0.96%,133.37,0.78
688090,瑞松科技,38.1,-4.70%,-1.88,2325,901.52万,6.23%,40.49,38,40.49,39.98,1.37,1.45%,45.79,2.74
603966,法兰泰克,13.98,-4.70%,-0.69,2.35万,3345.57万,7.09%,14.92,13.88,14.92,14.67,1.07,1.12%,18.8,2.65
600178,东安动力,7.09,-4.70%,-0.35,12.24万,8758.47万,5.65%,7.44,7.02,7.44,7.44,1.34,2.65%,32.63,1.67
688019,安集科技,281.29,-4.72%,-13.95,6951,1.98亿,5.12%,295.24,280.11,290.56,295.24,1.23,2.33%,98.62,15.01
688019,安集科技,281.29,-4.72%,-13.95,6951,1.98亿,5.12%,295.24,280.11,290.56,295.24,1.23,2.33%,98.62,15.01
600226,*ST瀚叶,1.61,-4.73%,-0.08,28.72万,4682.76万,4.73%,1.69,1.61,1.66,1.69,1.92,1.17%,19.68,1.35
603399,吉翔股份,4.42,-4.74%,-0.22,5.94万,2690.89万,4.96%,4.64,4.41,4.61,4.64,1.35,1.17%,-11.26,1.12
605118,力鼎光电,14.26,-4.74%,-0.71,8742,1277.47万,5.41%,15.01,14.2,15.01,14.97,1.27,2.13%,37.92,5.32
603337,杰克股份,27.64,-4.76%,-1.38,2.03万,5767.96万,5.69%,29.2,27.55,28.76,29.02,0.76,0.46%,38.74,4.31
603286,日盈电子,13.81,-4.76%,-0.69,1.21万,1705.15万,4.76%,14.5,13.81,14.5,14.5,1.97,1.37%,84.18,2.62
600448,华纺股份,3.4,-4.76%,-0.17,7.50万,2609.47万,3.92%,3.54,3.4,3.53,3.57,1.03,1.19%,80.44,1.42
600122,*ST宏图,1,-4.76%,-0.05,20.33万,2053.70万,4.76%,1.05,1,1.04,1.05,3.54,1.76%,-2.06,0.53
603045,福达合金,11.18,-4.77%,-0.56,2.24万,2557.75万,4.94%,11.71,11.13,11.63,11.74,1.94,2.36%,40.5,1.9
603900,莱绅通灵,6.18,-4.78%,-0.31,3.64万,2302.30万,5.70%,6.53,6.16,6.44,6.49,0.73,1.07%,16.97,0.92
688513,苑东生物,44.73,-4.79%,-2.25,7858,3584.34万,5.26%,47.15,44.68,46.75,46.98,2.61,3.17%,32.27,2.63
600826,兰生股份,7.94,-4.80%,-0.4,1.50万,1220.22万,6.95%,8.49,7.91,8.49,8.34,2.48,0.36%,55.8,0.92
603322,超讯通信,16.07,-4.80%,-0.81,1.71万,2808.51万,4.74%,16.85,16.05,16.75,16.88,1.64,1.09%,40.53,5.84
603602,纵横通信,11.5,-4.80%,-0.58,3.57万,4188.14万,4.97%,12.1,11.5,12.01,12.08,0.83,1.75%,-78.31,3.48
603898,好莱客,14.87,-4.80%,-0.75,8363,1277.10万,4.67%,15.6,14.87,15.51,15.62,1.36,0.27%,19.31,1.89
688004,博汇科技,43.8,-4.80%,-2.21,2419,1080.26万,5.37%,45.98,43.51,45.8,46.01,1.54,1.79%,116.08,3.65
603528,多伦科技,8.71,-4.81%,-0.44,6.88万,6049.48万,5.46%,9.15,8.65,9.06,9.15,1.97,1.10%,73.04,3.38
688085,三友医疗,36.8,-4.81%,-1.86,1.06万,3975.86万,5.41%,38.6,36.51,38.6,38.66,1.15,2.39%,71.02,5.05
605188,国光连锁,9.09,-4.82%,-0.46,2.11万,1945.34万,5.13%,9.55,9.06,9.55,9.55,2.05,4.25%,38.62,4.14
603186,华正新材,29.82,-4.82%,-1.51,3.09万,9342.54万,5.08%,31.32,29.73,31.32,31.33,1.55,2.19%,34.18,2.98
603178,圣龙股份,8.27,-4.83%,-0.42,1.34万,1129.54万,5.06%,8.7,8.26,8.7,8.69,1.4,0.67%,32.45,2.54
600242,*ST中昌,2.16,-4.85%,-0.11,8.00万,1734.32万,4.41%,2.26,2.16,2.26,2.27,2.35,1.77%,419.25,1.89
600805,悦达投资,4.12,-4.85%,-0.21,13.85万,5831.44万,5.08%,4.34,4.12,4.32,4.33,0.95,1.63%,-6.85,0.6
600682,南京新百,10.2,-4.85%,-0.52,11.11万,1.16亿,5.41%,10.73,10.15,10.7,10.72,1.35,0.95%,16.93,0.85
688308,欧科亿,25.49,-4.85%,-1.3,1.47万,3828.46万,5.67%,26.85,25.33,26.83,26.79,1.35,6.47%,24.62,1.99
601595,上海电影,10.58,-4.86%,-0.54,2.98万,3236.03万,5.67%,11.18,10.55,11.02,11.12,0.96,0.67%,-13.37,2.18
603788,宁波高发,12.93,-4.86%,-0.66,2.02万,2653.05万,4.78%,13.56,12.91,13.56,13.59,1.68,0.90%,16.05,1.56
600781,*ST辅仁,3.33,-4.86%,-0.17,6.12万,2056.83万,4.57%,3.49,3.33,3.47,3.5,2.75,1.64%,17.21,0.36
600530,*ST交昂,2.54,-4.87%,-0.13,6.63万,1715.27万,4.87%,2.67,2.54,2.65,2.67,2.24,0.85%,27.23,2.5
603700,宁水集团,27.33,-4.87%,-1.4,3.05万,8427.58万,5.19%,28.7,27.21,28.7,28.73,1.15,2.95%,22.79,4.02
603007,花王股份,4.88,-4.87%,-0.25,2.23万,1106.80万,5.07%,5.14,4.88,5.13,5.13,1.52,0.67%,204.48,1.47
603353,和顺石油,37.66,-4.87%,-1.93,1.64万,6261.93万,4.22%,39.25,37.58,38.71,39.59,1.66,4.91%,31.1,3.16
603917,合力科技,9.17,-4.88%,-0.47,1.21万,1140.59万,5.91%,9.68,9.11,9.68,9.64,1.99,0.77%,18.76,1.42
688138,清溢光电,21.65,-4.88%,-1.11,2.06万,4644.67万,8.30%,23.54,21.65,23.15,22.76,1.55,2.64%,69.26,4.96
603335,迪生力,4.29,-4.88%,-0.22,4.89万,2141.87万,5.99%,4.52,4.25,4.51,4.51,1.7,1.14%,23.72,3.03
603196,日播时尚,5.07,-4.88%,-0.26,1.74万,901.37万,5.25%,5.34,5.06,5.34,5.33,1.27,0.73%,-12.18,1.52
600112,ST天成,1.17,-4.88%,-0.06,2.46万,293.87万,4.07%,1.22,1.17,1.22,1.23,0.79,0.48%,-4.67,2.57
600148,长春一东,13.61,-4.89%,-0.7,2.08万,2890.32万,5.38%,14.38,13.61,14.38,14.31,1.31,1.47%,29.6,4.08
600446,金证股份,14.97,-4.89%,-0.77,12.19万,1.85亿,4.89%,15.73,14.96,15.7,15.74,1.64,1.43%,40.52,5.89
601126,四方股份,6.59,-4.91%,-0.34,8.77万,5878.90万,5.63%,6.97,6.58,6.93,6.93,1.25,1.08%,16.5,1.33
603335,迪生力,4.29,-4.88%,-0.22,4.89万,2141.87万,5.99%,4.52,4.25,4.51,4.51,1.7,1.14%,23.72,3.03
603196,日播时尚,5.07,-4.88%,-0.26,1.74万,901.42万,5.25%,5.34,5.06,5.34,5.33,1.27,0.73%,-12.18,1.52
600112,ST天成,1.17,-4.88%,-0.06,2.46万,293.87万,4.07%,1.22,1.17,1.22,1.23,0.79,0.48%,-4.67,2.57
688199,久日新材,44.45,-4.90%,-2.29,9396,4262.53万,6.03%,46.83,44.01,46.83,46.74,1.1,1.20%,32.49,1.85
601126,四方股份,6.59,-4.91%,-0.34,8.77万,5882.13万,5.63%,6.97,6.58,6.93,6.93,1.25,1.08%,16.5,1.33
600695,绿庭投资,6.2,-4.91%,-0.32,8.60万,5459.27万,5.52%,6.54,6.18,6.53,6.52,1.01,2.35%,51.82,5.81
600091,ST明科,1.55,-4.91%,-0.08,2.73万,426.35万,4.91%,1.63,1.55,1.63,1.63,1.23,0.62%,-1296.45,0.75
600996,贵广网络,5.03,-4.91%,-0.26,5.63万,2885.07万,5.48%,5.3,5.01,5.3,5.29,2.38,0.54%,62.65,1.17
688177,百奥泰-U,31.14,-4.92%,-1.61,1.01万,3225.52万,5.59%,32.97,31.14,32.8,32.75,1.14,1.74%,-26.71,5.98
603392,万泰生物,243.7,-4.92%,-12.6,2.30万,5.57亿,6.86%,252.93,235.36,252.93,256.3,1.66,5.27%,169.81,45.09
600856,*ST中天,1.16,-4.92%,-0.06,6.06万,708.70万,4.92%,1.22,1.16,1.22,1.22,1.61,0.45%,-2.66,9.55
605188,国光连锁,9.08,-4.92%,-0.47,2.11万,1949.15万,5.13%,9.55,9.06,9.55,9.55,2.05,4.26%,38.58,4.14
603900,莱绅通灵,6.17,-4.93%,-0.32,3.65万,2302.85万,5.70%,6.53,6.16,6.44,6.49,0.73,1.07%,16.94,0.92
600817,ST宏盛,12.72,-4.93%,-0.66,2.26万,2919.38万,4.78%,13.36,12.72,13.1,13.38,2.13,1.45%,-1006.17,2.56
600119,ST长投,6.74,-4.94%,-0.35,1.98万,1355.13万,4.94%,7.09,6.74,7.09,7.09,1.81,0.65%,-47.17,12.3
600055,万东医疗,10.01,-4.94%,-0.52,4.85万,4954.21万,5.32%,10.55,9.99,10.53,10.53,1.07,0.90%,27.43,2.45
603318,派思股份,6.54,-4.94%,-0.34,4.86万,3256.75万,5.96%,6.93,6.52,6.93,6.88,1.36,1.21%,130.42,2.62
601595,上海电影,10.57,-4.95%,-0.55,2.99万,3236.77万,5.67%,11.18,10.55,11.02,11.12,0.95,0.67%,-13.36,2.18
603220,中贝通信,13.45,-4.95%,-0.7,3.40万,4662.84万,5.37%,14.16,13.4,14.12,14.15,0.93,1.83%,167.43,2.87
688356,键凯科技,101.5,-4.96%,-5.3,4333,4542.69万,7.02%,109,101.5,107,106.8,0.98,3.18%,81.37,7.34
688122,西部超导,74.77,-4.96%,-3.9,10.19万,7.67亿,8.94%,79.43,72.4,78.8,78.67,2.44,3.28%,91.02,12.17
688356,键凯科技,101.5,-4.96%,-5.3,4335,4544.72万,7.02%,109,101.5,107,106.8,0.98,3.18%,81.37,7.34
600237,铜峰电子,4.4,-4.97%,-0.23,13.96万,6275.13万,4.54%,4.6,4.39,4.6,4.63,0.86,2.47%,353.76,2.25
605168,三人行,174.85,-4.97%,-9.14,5188,9194.73万,5.30%,183.76,174,183.01,183.99,1.66,3.00%,50.02,8.08
603313,梦百合,34.24,-4.97%,-1.79,5.11万,1.79亿,4.94%,36,34.22,35.67,36.03,0.81,1.47%,27.82,3.69
603042,华脉科技,13.19,-4.97%,-0.69,1.87万,2513.64万,6.34%,13.93,13.05,13.72,13.88,1.66,1.38%,210.73,2.22
600131,国网信通,13.38,-4.97%,-0.7,8.70万,1.18亿,5.97%,14.1,13.26,14.07,14.08,1.94,1.61%,41.13,3.7
600444,国机通用,8.98,-4.97%,-0.47,1.20万,1098.46万,4.87%,9.41,8.95,9.34,9.45,1.76,0.82%,26.63,2.18
605318,法狮龙,13.75,-4.98%,-0.72,1.42万,1992.70万,5.18%,14.46,13.71,14.32,14.47,1.48,4.40%,44.87,2.18
600818,中路股份,7.25,-4.98%,-0.38,2.84万,2097.05万,6.29%,7.71,7.23,7.7,7.63,1.63,1.19%,79.12,4.01
605288,凯迪股份,124,-4.99%,-6.51,4966,6321.33万,5.86%,131.65,124,129.87,130.51,1.1,3.97%,44.15,3.26
600385,ST金泰,4.76,-4.99%,-0.25,7194,344.55万,5.59%,5.04,4.76,5.02,5.01,2.92,0.50%,-131.91,36.7
605136,丽人丽妆,26.23,-5.00%,-1.38,2.65万,7123.99万,5.65%,27.65,26.09,27.12,27.61,1.03,6.63%,41.07,4.78
688106,金宏气体,29.43,-5.00%,-1.55,4.54万,1.36亿,4.91%,30.9,29.38,30.9,30.98,0.96,4.22%,74.93,5.24
600513,联环药业,10.06,-5.00%,-0.53,7.03万,7222.31万,5.19%,10.57,10.02,10.57,10.59,1.7,2.46%,27.34,2.77
600207,安彩高科,6.45,-5.01%,-0.34,17.62万,1.15亿,3.98%,6.7,6.43,6.7,6.79,0.84,2.04%,67.99,3.36
600829,人民同泰,7.39,-5.01%,-0.39,3.87万,2923.74万,5.66%,7.78,7.34,7.7,7.78,1.03,0.67%,22.84,2.16
603848,好太太,11.55,-5.02%,-0.61,1.23万,1452.60万,5.35%,12.19,11.54,12.17,12.16,1.78,0.31%,22.93,3.05
603011,合锻智能,5.3,-5.02%,-0.28,8.29万,4489.06万,6.09%,5.59,5.25,5.55,5.58,1.07,1.85%,64.79,1.41
603528,多伦科技,8.69,-5.03%,-0.46,6.93万,6096.63万,5.46%,9.15,8.65,9.06,9.15,1.98,1.11%,72.87,3.37
688338,赛科希德,54.01,-5.03%,-2.86,4605,2558.58万,6.31%,57.48,53.89,56.84,56.87,1.58,2.46%,82.36,3.32
605178,时空科技,46.42,-5.03%,-2.46,4376,2091.26万,7.73%,48.91,45.13,48.88,48.88,2.11,2.47%,26.79,1.63
688106,金宏气体,29.42,-5.04%,-1.56,4.54万,1.36亿,4.91%,30.9,29.38,30.9,30.98,0.96,4.22%,74.9,5.24
688788,科思科技,132,-5.04%,-7,9770,1.31亿,6.92%,140.5,130.88,138.32,139,1.03,5.87%,164.43,3.68
688596,正帆科技,17.91,-5.04%,-0.95,1.95万,3573.89万,6.04%,18.95,17.81,18.95,18.86,1.55,3.59%,74.6,2.82
688299,长阳科技,23.93,-5.04%,-1.27,3.76万,9151.36万,5.36%,25.24,23.89,25.1,25.2,1.76,1.69%,37.52,3.97
688278,特宝生物,34.28,-5.04%,-1.82,1.17万,4066.89万,6.32%,36.38,34.1,36,36.1,1.77,2.92%,137.14,14.52
603999,读者传媒,5.08,-5.05%,-0.27,3.44万,1791.54万,4.86%,5.33,5.07,5.33,5.35,2.35,0.60%,38.48,1.69
600615,丰华股份,6.02,-5.05%,-0.32,2.95万,1819.48万,6.47%,6.4,5.99,6.4,6.34,2.62,1.57%,-237.37,1.8
603159,上海亚虹,10.34,-5.05%,-0.55,9309,985.20万,5.14%,10.86,10.3,10.85,10.89,1.17,0.66%,39.64,3.39
601126,四方股份,6.58,-5.05%,-0.35,8.78万,5889.17万,5.63%,6.97,6.58,6.93,6.93,1.26,1.08%,16.47,1.32
688122,西部超导,74.68,-5.07%,-3.99,10.19万,7.67亿,8.94%,79.43,72.4,78.8,78.67,2.44,3.28%,90.91,12.16
688178,万德斯,28.38,-5.08%,-1.52,3857,1123.96万,5.48%,30.02,28.38,29.95,29.9,1.69,1.91%,17.09,2.18
600255,*ST鑫科,1.68,-5.08%,-0.09,23.59万,4030.44万,4.52%,1.76,1.68,1.76,1.77,1.44,1.33%,30.46,2.49
600249,两面针,4.48,-5.08%,-0.24,7.36万,3376.90万,6.78%,4.75,4.43,4.67,4.72,1.41,1.34%,29.6,1.16
600241,*ST时万,3.17,-5.09%,-0.17,1.54万,498.26万,6.59%,3.39,3.17,3.38,3.34,1.57,0.52%,-201.53,0.95
688020,方邦股份,83.52,-5.09%,-4.48,7089,6020.63万,5.06%,87.85,83.4,87.8,88,0.94,1.93%,52.46,4.23
688557,兰剑智能,38.01,-5.09%,-2.04,6675,2593.50万,5.49%,40.2,38,40.2,40.05,1.08,4.04%,29.22,3.21
603848,好太太,11.54,-5.10%,-0.62,1.23万,1453.07万,5.35%,12.19,11.54,12.17,12.16,1.78,0.31%,22.91,3.05
603335,迪生力,4.28,-5.10%,-0.23,4.90万,2148.07万,5.99%,4.52,4.25,4.51,4.51,1.7,1.15%,23.66,3.02
600241,*ST时万,3.17,-5.09%,-0.17,1.56万,505.99万,6.59%,3.39,3.17,3.38,3.34,1.6,0.53%,-201.53,0.95
688020,方邦股份,83.52,-5.09%,-4.48,7105,6033.55万,5.06%,87.85,83.4,87.8,88,0.94,1.94%,52.46,4.23
600978,*ST宜生,0.93,-5.10%,-0.05,74.69万,7084.49万,6.12%,0.99,0.93,0.98,0.98,2.26,5.04%,-1.5,0.19
605136,丽人丽妆,26.2,-5.11%,-1.41,2.65万,7125.04万,5.65%,27.65,26.09,27.12,27.61,1.03,6.63%,41.02,4.78
600289,*ST信通,3.9,-5.11%,-0.21,5.59万,2202.46万,5.60%,4.13,3.9,4.09,4.11,1.89,0.99%,-12.85,4.24
603277,银都股份,11.5,-5.12%,-0.62,2.75万,3242.90万,5.69%,12.19,11.5,12.02,12.12,1.48,0.67%,14.87,2.17
688366,昊海生科,87.53,-5.12%,-4.72,5071,4510.60万,6.06%,92.6,87.01,92.48,92.25,1.17,1.34%,103.27,2.9
603700,宁水集团,27.26,-5.12%,-1.47,3.07万,8485.96万,5.19%,28.7,27.21,28.7,28.73,1.16,2.97%,22.73,4.01
688557,兰剑智能,38,-5.12%,-2.05,6710,2606.69万,5.49%,40.2,38,40.2,40.05,1.09,4.06%,29.21,3.21
600768,宁波富邦,8.34,-5.12%,-0.45,1.32万,1131.13万,5.23%,8.8,8.34,8.73,8.79,1.45,0.99%,422.5,4.76
600495,晋西车轴,4.26,-5.12%,-0.23,37.44万,1.62亿,5.79%,4.5,4.24,4.39,4.49,1.37,3.10%,162.07,1.61
603996,*ST中新,1.48,-5.13%,-0.08,3.66万,543.35万,3.21%,1.53,1.48,1.49,1.56,1.42,1.22%,-0.85,-0.47
603815,交建股份,10.16,-5.14%,-0.55,4.11万,4268.10万,5.42%,10.71,10.13,10.6,10.71,1.29,2.52%,90.69,4.71
603533,掌阅科技,30.78,-5.15%,-1.67,10.20万,3.18亿,5.30%,32.4,30.68,32.1,32.45,1.67,2.54%,55.73,9.17
600365,ST通葡,2.58,-5.15%,-0.14,15.50万,4061.02万,5.88%,2.74,2.58,2.7,2.72,1.78,3.88%,-41.82,1.6
603189,网达软件,17.83,-5.16%,-0.97,2.77万,5057.33万,4.84%,18.69,17.78,18.47,18.8,1.83,1.26%,61.05,4.48
600734,*ST实达,1.1,-5.17%,-0.06,5.87万,647.72万,4.31%,1.15,1.1,1.14,1.16,1.18,1.10%,-1.43,-0.86
688023,安恒信息,278.95,-5.18%,-15.25,6260,1.76亿,5.96%,292.5,274.97,292.5,294.2,0.92,1.21%,-460.65,13.87
603757,大元泵业,18.29,-5.18%,-1,2.00万,3747.50万,6.32%,19.5,18.28,19.5,19.29,2.18,1.22%,13.41,2.47
600455,博通股份,18.64,-5.19%,-1.02,9317,1765.60万,4.83%,19.58,18.63,19.58,19.66,2.19,1.49%,39.48,6.79
688023,安恒信息,278.95,-5.18%,-15.25,6260,1.76亿,5.96%,292.5,274.97,292.5,294.2,0.91,1.21%,-460.65,13.87
688286,敏芯股份,131.68,-5.18%,-7.2,5740,7815.99万,7.49%,141.4,131,138,138.88,0.97,4.73%,169.29,6.68
